Title,US Gross,Worldwide Gross,US DVD Sales,Production Budget,Release Date,MPAA Rating,Running Time (min),Distributor,Source,Major Genre,Creative Type,Director,Rotten Tomatoes Rating,IMDB Rating,IMDB Votes,Release Year,Profit,ROI
Willy Wonka & the Chocolate Factory,4000000.0,4000000.0,20331557.5,3000000.0,2071-06-30,unknown,107.0,unknown,unknown,unknown,unknown,unknown,90.0,7.8,46824.0,2071.0,1000000.0,33.33333333333333
Wyatt Earp,25052000.0,25052000.0,20331557.5,63000000.0,1994-06-24,pg-13,107.0,warner bros.,based on real life events,western,dramatization,lawrence kasdan,42.0,6.4,15614.0,1994.0,-37948000.0,-60.23492063492063
The Wizard of Oz,28202232.0,28202232.0,20331557.5,2777000.0,2039-08-25,g,103.0,warner bros.,based on book/short story,musical,fantasy,king vidor,55.0,8.3,102795.0,2039.0,25425232.0,915.5647101188332
Executive Decision,56679192.0,122079192.0,20331557.5,55000000.0,1996-03-15,r,132.0,warner bros.,original screenplay,thriller/suspense,contemporary fiction,unknown,65.0,6.3,18569.0,1996.0,67079192.0,121.96216727272726
Exodus,21750000.0,21750000.0,20331557.5,4000000.0,2060-01-01,unknown,107.0,unknown,unknown,unknown,unknown,unknown,67.0,6.8,3546.0,2060.0,17750000.0,443.75
Extreme Measures,17378193.0,17378193.0,20331557.5,38000000.0,1996-09-27,r,117.0,sony pictures,based on book/short story,drama,contemporary fiction,michael apted,55.0,5.9,8038.0,1996.0,-20621807.0,-54.26791315789473
You Can't Take It With You,4000000.0,4000000.0,20331557.5,1644000.0,1938-01-01,unknown,107.0,unknown,unknown,unknown,unknown,frank capra,96.0,8.0,8597.0,1938.0,2356000.0,143.30900243309003
Eye for an Eye,26792700.0,26792700.0,20331557.5,20000000.0,1996-01-12,r,101.0,paramount pictures,based on book/short story,drama,contemporary fiction,john schlesinger,55.0,5.7,4837.0,1996.0,6792700.0,33.9635
Young Guns,44726644.0,44726644.0,20331557.5,13000000.0,1988-08-12,unknown,107.0,20th century fox,original screenplay,western,historical fiction,unknown,40.0,6.6,21404.0,1988.0,31726644.0,244.0511076923077
Young Frankenstein,86300000.0,86300000.0,15500333.0,2800000.0,2074-12-15,unknown,107.0,20th century fox,unknown,unknown,unknown,mel brooks,93.0,8.0,57106.0,2074.0,83500000.0,2982.1428571428573
Yentl,39012241.0,39012241.0,20331557.5,12000000.0,1983-11-18,unknown,107.0,mgm/ua classics,based on book/short story,musical,unknown,barbra streisand,71.0,6.2,4952.0,1983.0,27012241.0,225.10200833333332
You Only Live Twice,43100000.0,111600000.0,20331557.5,9500000.0,2067-06-13,unknown,107.0,mgm,based on book/short story,action,unknown,unknown,70.0,7.0,24701.0,2067.0,102100000.0,1074.7368421052631
Ayurveda: Art of Being,16892.0,2066892.0,20331557.5,300000.0,2002-07-19,,107.0,kino international,unknown,documentary,factual,unknown,55.0,7.3,181.0,2002.0,1766892.0,588.9639999999999
Young Sherlock Holmes,19739000.0,19739000.0,20331557.5,18000000.0,1985-12-04,unknown,107.0,paramount pictures,based on book/short story,adventure,historical fiction,barry levinson,63.0,6.5,7293.0,1985.0,1739000.0,9.661111111111111
Ten Things I Hate About You,38177966.0,38177966.0,20331557.5,13000000.0,1999-03-31,pg-13,97.0,walt disney pictures,based on play,romantic comedy,contemporary fiction,unknown,55.0,6.9,61910.0,1999.0,25177966.0,193.67666153846156
10th & Wolf,54702.0,54702.0,20331557.5,8000000.0,2006-08-18,,107.0,thinkfilm,based on real life events,drama,dramatization,robert moresco,19.0,6.3,3655.0,2006.0,-7945298.0,-99.316225
11:14,0.0,0.0,20331557.5,6000000.0,2005-08-12,r,107.0,unknown,unknown,unknown,unknown,unknown,55.0,7.3,18261.0,2005.0,-6000000.0,-100.0
Cloverfield,80048433.0,170764033.0,29180398.0,25000000.0,2008-01-18,pg-13,107.0,paramount pictures,original screenplay,action,science fiction,matt reeves,76.0,7.4,136068.0,2008.0,145764033.0,583.056132
12 Rounds,12234694.0,18184083.0,8283859.0,20000000.0,2009-03-27,pg-13,108.0,20th century fox,original screenplay,action,contemporary fiction,renny harlin,28.0,5.4,8914.0,2009.0,-1815917.0,-9.079585
Thirteen Conversations About One Thing,3287435.0,3705923.0,20331557.5,3000000.0,2002-05-24,r,107.0,sony pictures classics,original screenplay,drama,contemporary fiction,unknown,55.0,7.1,6188.0,2002.0,705923.0,23.530766666666665
13 Going On 30,57139723.0,96439723.0,20331557.5,30000000.0,2004-04-23,pg-13,98.0,sony pictures,original screenplay,comedy,contemporary fiction,gary winick,55.0,6.1,32634.0,2004.0,66439723.0,221.46574333333336
Thirteen Ghosts,41867960.0,68467960.0,20331557.5,19000000.0,2001-10-26,r,91.0,warner bros.,original screenplay,horror,fantasy,unknown,55.0,5.1,23243.0,2001.0,49467960.0,260.3576842105263
1408,71985628.0,128529299.0,49668544.0,22500000.0,2007-06-22,pg-13,102.0,mgm,based on book/short story,horror,contemporary fiction,unknown,78.0,6.9,72913.0,2007.0,106029299.0,471.24132888888886
15 Minutes,24375436.0,56331864.0,20331557.5,42000000.0,2001-03-09,r,120.0,new line,original screenplay,thriller/suspense,contemporary fiction,unknown,32.0,6.1,25566.0,2001.0,14331864.0,34.123485714285714
16 to Life,10744.0,10744.0,20331557.5,1000000.0,2010-09-03,unknown,107.0,waterdog films,original screenplay,romantic comedy,contemporary fiction,unknown,55.0,6.4,15106.0,2010.0,-989256.0,-98.9256
16 Blocks,36895141.0,65595141.0,17523555.0,45000000.0,2006-03-03,pg-13,107.0,warner bros.,original screenplay,action,contemporary fiction,richard donner,55.0,6.7,41207.0,2006.0,20595141.0,45.766980000000004
One Man's Hero,229311.0,229311.0,20331557.5,18000000.0,1999-09-24,unknown,107.0,mgm,unknown,unknown,unknown,unknown,55.0,5.7,627.0,1999.0,-17770689.0,-98.72605
First Daughter,9055010.0,10419084.0,20331557.5,30000000.0,2004-09-24,pg,107.0,20th century fox,original screenplay,romantic comedy,contemporary fiction,forest whitaker,8.0,4.7,6839.0,2004.0,-19580916.0,-65.26971999999999
2046,1442338.0,19202856.0,20331557.5,12000000.0,2005-08-05,r,107.0,sony pictures classics,original screenplay,drama,science fiction,wong kar-wai,55.0,7.5,19431.0,2005.0,7202856.0,60.02380000000001
20 Dates,541636.0,541636.0,20331557.5,66000.0,1999-02-26,r,107.0,fox searchlight,original screenplay,comedy,unknown,unknown,55.0,4.9,1423.0,1999.0,475636.0,720.660606060606
21,81159365.0,157852532.0,25789928.0,35000000.0,2008-03-21,pg-13,107.0,sony pictures,based on book/short story,thriller/suspense,contemporary fiction,robert luketic,35.0,6.7,60918.0,2008.0,122852532.0,351.0072342857143
21 Grams,16248701.0,60448701.0,20331557.5,20000000.0,2003-11-21,r,107.0,focus features,original screenplay,drama,contemporary fiction,alejandro gonzalez inarritu,81.0,7.9,77910.0,2003.0,40448701.0,202.243505
25th Hour,13084595.0,23928503.0,20331557.5,4500000.0,2002-12-19,r,107.0,walt disney pictures,based on book/short story,drama,contemporary fiction,spike lee,78.0,7.9,58781.0,2002.0,19428503.0,431.7445111111111
28 Days,37035515.0,62063972.0,20331557.5,43000000.0,2000-04-14,pg-13,103.0,sony pictures,original screenplay,comedy,contemporary fiction,betty thomas,30.0,5.8,17937.0,2000.0,19063972.0,44.33481860465116
28 Days Later...,45064915.0,82719885.0,20331557.5,15000000.0,2003-06-27,r,113.0,fox searchlight,original screenplay,horror,science fiction,danny boyle,89.0,7.6,103525.0,2003.0,67719885.0,451.4659
28 Weeks Later,28638916.0,64238440.0,24422887.0,15000000.0,2007-05-11,r,91.0,20th century fox,original screenplay,horror,science fiction,unknown,55.0,7.1,69558.0,2007.0,49238440.0,328.25626666666665
Two Brothers,18947630.0,39925603.0,20331557.5,72000000.0,2004-06-25,pg,107.0,universal,original screenplay,drama,kids fiction,jean-jacques annaud,77.0,6.0,127.0,2004.0,-32074397.0,-44.54777361111111
Cop Out,44875481.0,44875481.0,11433110.0,37000000.0,2010-02-26,r,107.0,warner bros.,original screenplay,comedy,contemporary fiction,kevin smith,19.0,5.7,16520.0,2010.0,7875481.0,21.285083783783783
Two Lovers,3149034.0,11549034.0,20331557.5,12000000.0,2009-02-13,r,107.0,magnolia pictures,original screenplay,drama,contemporary fiction,james gray,55.0,7.3,10325.0,2009.0,-450966.0,-3.7580500000000003
2 For the Money,22991379.0,27848418.0,20331557.5,20000000.0,2005-10-07,r,123.0,universal,original screenplay,drama,contemporary fiction,d.j. caruso,55.0,6.4,15106.0,2005.0,7848418.0,39.242090000000005
Secondhand Lions,42023715.0,47855342.0,20331557.5,30000000.0,2003-09-19,pg,111.0,new line,original screenplay,drama,historical fiction,unknown,60.0,7.5,19040.0,2003.0,17855342.0,59.51780666666666
Two Can Play That Game,22235901.0,22391450.0,20331557.5,13000000.0,2001-09-07,r,91.0,sony pictures,original screenplay,romantic comedy,contemporary fiction,unknown,43.0,5.6,2370.0,2001.0,9391450.0,72.24192307692307
30 Days of Night,39568996.0,75066323.0,26908243.0,30000000.0,2007-10-19,r,107.0,sony pictures,based on comic/graphic novel,horror,fantasy,unknown,49.0,6.6,52518.0,2007.0,45066323.0,150.22107666666668
Three Kings,60652036.0,107752036.0,20331557.5,48000000.0,1999-10-01,r,115.0,warner bros.,original screenplay,action,historical fiction,david o. russell,94.0,7.3,68726.0,1999.0,59752036.0,124.48340833333333
3000 Miles to Graceland,15738632.0,18708848.0,20331557.5,62000000.0,2001-02-23,r,107.0,warner bros.,original screenplay,drama,contemporary fiction,unknown,14.0,5.6,20094.0,2001.0,-43291152.0,-69.82443870967742
3:10 to Yuma,53606916.0,69791889.0,51359371.0,48000000.0,2007-09-02,r,117.0,lionsgate,remake,western,historical fiction,james mangold,89.0,7.9,98355.0,2007.0,21791889.0,45.39976875
40 Days and 40 Nights,37939782.0,95092667.0,20331557.5,17000000.0,2002-03-01,r,96.0,miramax,original screenplay,romantic comedy,contemporary fiction,michael lehmann,38.0,5.4,27912.0,2002.0,78092667.0,459.3686294117647
Four Brothers,74494381.0,92494381.0,20331557.5,30000000.0,2005-08-12,r,109.0,paramount pictures,original screenplay,drama,contemporary fiction,john singleton,52.0,6.8,38311.0,2005.0,62494381.0,208.3146033333333
The Four Feathers,18306166.0,29882645.0,20331557.5,35000000.0,2002-09-20,pg-13,107.0,paramount pictures,based on book/short story,drama,historical fiction,shekhar kapur,41.0,6.3,13204.0,2002.0,-5117355.0,-14.621014285714285
The Fourth Kind,26218170.0,41826604.0,6244985.0,10000000.0,2009-11-06,pg-13,107.0,universal,original screenplay,thriller/suspense,historical fiction,unknown,17.0,6.0,16107.0,2009.0,31826604.0,318.26604000000003
"4 luni, 3 saptamani si 2 zile",1196321.0,4723542.0,20331557.5,900000.0,2008-01-25,,107.0,ifc films,original screenplay,drama,historical fiction,unknown,55.0,6.4,15106.0,2008.0,3823542.0,424.838
Six-String Samurai,134624.0,134624.0,20331557.5,2000000.0,1998-09-18,pg-13,107.0,palm pictures,unknown,unknown,unknown,unknown,60.0,6.4,3462.0,1998.0,-1865376.0,-93.2688
Seven Pounds,69951824.0,166617328.0,27601737.0,54000000.0,2008-12-19,pg-13,107.0,sony pictures,original screenplay,drama,contemporary fiction,gabriele muccino,27.0,7.6,62718.0,2008.0,112617328.0,208.5506074074074
88 Minutes,16930884.0,32955399.0,11385055.0,30000000.0,2008-04-18,r,106.0,sony pictures,original screenplay,thriller/suspense,contemporary fiction,jon avnet,5.0,5.9,31205.0,2008.0,2955399.0,9.851329999999999
Eight Below,81612565.0,120612565.0,104578578.0,40000000.0,2006-02-17,pg,107.0,walt disney pictures,remake,adventure,contemporary fiction,frank marshall,71.0,7.3,17717.0,2006.0,80612565.0,201.53141250000002
Eight Legged Freaks,17266505.0,17266505.0,20331557.5,30000000.0,2002-07-17,pg-13,107.0,warner bros.,original screenplay,comedy,contemporary fiction,unknown,47.0,5.4,18173.0,2002.0,-12733495.0,-42.44498333333333
8 femmes,3076425.0,42376425.0,20331557.5,8000000.0,2002-09-20,r,107.0,focus features,based on play,musical,contemporary fiction,unknown,55.0,7.0,13631.0,2002.0,34376425.0,429.7053125
9,31749894.0,46603791.0,8655698.0,30000000.0,2009-09-09,pg-13,107.0,focus features,original screenplay,adventure,fantasy,shane acker,55.0,7.8,1488.0,2009.0,16603791.0,55.34597
Nine Queens,1222889.0,12412889.0,20331557.5,1500000.0,2002-04-19,r,107.0,sony pictures classics,original screenplay,drama,contemporary fiction,unknown,55.0,6.4,15106.0,2002.0,10912889.0,727.5259333333333
The Whole Ten Yards,16323969.0,26323969.0,20331557.5,30000000.0,2004-04-09,pg-13,107.0,warner bros.,original screenplay,comedy,contemporary fiction,howard deutch,4.0,5.1,20807.0,2004.0,-3676031.0,-12.253436666666667
The Whole Nine Yards,57262492.0,85262492.0,20331557.5,24000000.0,2000-02-18,r,99.0,warner bros.,original screenplay,comedy,contemporary fiction,unknown,45.0,6.6,42928.0,2000.0,61262492.0,255.26038333333335
About a Boy,40803000.0,129949664.0,20331557.5,27000000.0,2002-05-17,pg-13,101.0,universal,based on book/short story,romantic comedy,contemporary fiction,paul weitz,93.0,7.4,48875.0,2002.0,102949664.0,381.29505185185184
Abandon,10719367.0,12219367.0,20331557.5,25000000.0,2002-10-18,pg-13,107.0,paramount pictures,original screenplay,thriller/suspense,contemporary fiction,unknown,17.0,4.8,5361.0,2002.0,-12780633.0,-51.122532
Absolute Power,50068310.0,50068310.0,20331557.5,50000000.0,1997-02-14,r,120.0,sony pictures,based on book/short story,thriller/suspense,contemporary fiction,clint eastwood,46.0,6.5,20154.0,1997.0,68310.0,0.13662
Tristram Shandy: A Cock and Bull Story,1253413.0,3061763.0,20331557.5,4750000.0,2006-01-27,r,107.0,picturehouse,based on book/short story,comedy,contemporary fiction,michael winterbottom,55.0,6.4,15106.0,2006.0,-1688237.0,-35.54183157894737
Adoration,294244.0,294244.0,20331557.5,4000000.0,2009-05-08,unknown,107.0,sony pictures classics,unknown,unknown,unknown,atom egoyan,55.0,6.3,1437.0,2009.0,-3705756.0,-92.6439
Adaptation,22498520.0,22498520.0,20331557.5,18500000.0,2002-12-06,r,107.0,sony pictures,based on book/short story,comedy,contemporary fiction,spike jonze,91.0,7.9,67135.0,2002.0,3998520.0,21.613621621621622
Anything Else,3203044.0,13203044.0,20331557.5,18000000.0,2003-09-19,r,107.0,dreamworks skg,original screenplay,romantic comedy,contemporary fiction,woody allen,40.0,6.4,13010.0,2003.0,-4796956.0,-26.649755555555554
Antwone Fisher,21078145.0,23367586.0,20331557.5,12500000.0,2002-12-19,pg-13,107.0,fox searchlight,based on real life events,drama,dramatization,denzel washington,79.0,7.3,13258.0,2002.0,10867586.0,86.940688
Aeon Flux,25857987.0,47953341.0,21927972.0,55000000.0,2005-12-02,pg-13,88.0,paramount pictures,based on tv,action,science fiction,unknown,10.0,8.1,1193.0,2005.0,-7046659.0,-12.812107272727271
After the Sunset,28328132.0,38329114.0,20331557.5,57000000.0,2004-11-12,pg-13,97.0,new line,original screenplay,action,contemporary fiction,brett ratner,18.0,6.2,19793.0,2004.0,-18670886.0,-32.7559403508772
A Good Year,7459300.0,42064105.0,7342760.0,35000000.0,2006-11-10,pg-13,118.0,20th century fox,based on book/short story,drama,contemporary fiction,ridley scott,24.0,6.8,23149.0,2006.0,7064105.0,20.18315714285714
Agora,599903.0,32912303.0,20331557.5,70000000.0,2010-05-28,r,141.0,newmarket films,original screenplay,drama,historical fiction,unknown,55.0,7.3,10054.0,2010.0,-37087697.0,-52.98242428571428
Air Bud,24646936.0,27555061.0,20331557.5,3000000.0,1997-08-01,pg,97.0,walt disney pictures,original screenplay,comedy,kids fiction,charles martin smith,45.0,4.6,4698.0,1997.0,24555061.0,818.5020333333334
Akeelah and the Bee,18848430.0,18948425.0,25684049.0,8000000.0,2006-04-28,pg,107.0,lionsgate,original screenplay,drama,contemporary fiction,unknown,83.0,7.6,8245.0,2006.0,10948425.0,136.8553125
All the King's Men,7221458.0,9521458.0,20331557.5,55000000.0,2006-09-22,pg-13,128.0,sony pictures,based on book/short story,drama,historical fiction,steven zaillian,11.0,6.0,11994.0,2006.0,-45478542.0,-82.68825818181818
All About the Benjamins,25482931.0,25873145.0,20331557.5,14000000.0,2002-03-08,r,95.0,new line,original screenplay,comedy,contemporary fiction,kevin bray,29.0,5.3,4366.0,2002.0,11873145.0,84.80817857142857
Albino Alligator,353480.0,353480.0,20331557.5,5000000.0,1997-01-17,r,107.0,miramax,original screenplay,drama,unknown,kevin spacey,55.0,5.9,4377.0,1997.0,-4646520.0,-92.9304
Sweet Home Alabama,127214072.0,163379330.0,20331557.5,38000000.0,2002-09-27,pg-13,109.0,walt disney pictures,original screenplay,comedy,contemporary fiction,andy tennant,37.0,5.8,29891.0,2002.0,125379330.0,329.94560526315786
Fat Albert,48114556.0,48563556.0,20331557.5,45000000.0,2004-12-25,pg,93.0,20th century fox,based on tv,comedy,contemporary fiction,joel zwick,21.0,4.0,4801.0,2004.0,3563556.0,7.919013333333333
Alfie,13395939.0,35195939.0,20331557.5,40000000.0,2004-11-05,r,107.0,paramount pictures,remake,comedy,contemporary fiction,charles shyer,49.0,6.1,20769.0,2004.0,-4804061.0,-12.0101525
It's All Gone Pete Tong,120620.0,1470620.0,20331557.5,2000000.0,2005-04-15,r,107.0,matson,based on real life events,drama,dramatization,unknown,55.0,7.3,7631.0,2005.0,-529380.0,-26.468999999999998
Alien: Resurrection,47795018.0,160700000.0,20331557.5,60000000.0,1997-11-26,r,108.0,20th century fox,original screenplay,action,science fiction,jean-pierre jeunet,55.0,6.2,66141.0,1997.0,100700000.0,167.83333333333331
A Lot Like Love,21835784.0,47835784.0,20331557.5,25000000.0,2005-04-22,pg-13,107.0,walt disney pictures,original screenplay,comedy,contemporary fiction,unknown,41.0,6.4,17929.0,2005.0,22835784.0,91.343136
All the Pretty Horses,15527125.0,18120267.0,20331557.5,45000000.0,2000-12-25,pg-13,107.0,miramax,based on book/short story,western,historical fiction,billy bob thornton,32.0,5.7,6511.0,2000.0,-26879733.0,-59.73273999999999
Almost Famous,32522352.0,47371191.0,20331557.5,60000000.0,2000-09-15,r,123.0,dreamworks skg,original screenplay,comedy,dramatization,cameron crowe,88.0,8.0,94424.0,2000.0,-12628809.0,-21.048015
All or Nothing,184255.0,184255.0,20331557.5,9000000.0,2002-10-25,r,107.0,mgm,original screenplay,drama,unknown,mike leigh,55.0,6.4,15106.0,2002.0,-8815745.0,-97.95272222222222
Alpha and Omega 3D,10115431.0,10115431.0,20331557.5,20000000.0,2010-09-17,pg,107.0,lionsgate,original screenplay,adventure,kids fiction,unknown,55.0,6.2,83.0,2010.0,-9884569.0,-49.422844999999995
Along Came a Spider,74058698.0,105159085.0,20331557.5,28000000.0,2001-04-06,r,103.0,paramount pictures,based on book/short story,thriller/suspense,contemporary fiction,lee tamahori,32.0,6.1,22994.0,2001.0,77159085.0,275.5681607142857
The Dangerous Lives of Altar Boys,1779284.0,1779284.0,20331557.5,12000000.0,2002-06-14,r,107.0,thinkfilm,based on book/short story,drama,contemporary fiction,unknown,77.0,6.9,7943.0,2002.0,-10220716.0,-85.17263333333334
Alatriste,0.0,22860477.0,20331557.5,28000000.0,2007-12-31,unknown,135.0,unknown,based on book/short story,adventure,historical fiction,unknown,55.0,5.9,4944.0,2007.0,-5139523.0,-18.355439285714287
Alex & Emma,14208384.0,15358583.0,20331557.5,30000000.0,2003-06-20,pg-13,107.0,warner bros.,original screenplay,drama,contemporary fiction,rob reiner,11.0,5.4,6539.0,2003.0,-14641417.0,-48.804723333333335
El Crimen de Padre,5719000.0,5719000.0,20331557.5,1800000.0,2002-11-15,r,107.0,goldwyn entertainment,based on book/short story,drama,historical fiction,unknown,55.0,6.4,15106.0,2002.0,3919000.0,217.72222222222223
